City,Gender,Education ,Crimes,CMPLNT_FR_DT,CMPLNT_TO_DT,OFNS_DESC,PD_CD,PD_DESC,BORO_NM,ADDR_PCT_CD,PREM_TYP_DESC,Age,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",MANHATTAN,20,BANK,0,991367,224754,40.78357939,-73.97430211,"(40.783579388, -73.974302108)"
NY,Female,Secondary,Murders,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",MANHATTAN,33,RESIDENCE - APT. HOUSE,0,1002773,247672,40.84646634,-73.93305204,"(40.846466336, -73.933052038)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,GRAND LARCENY,417,"LARCENY,GRAND FROM PERSON,PURS",BROOKLYN,90,STREET,52,1000030,196714,40.7066054,-73.94308598,"(40.706605395, -73.943085979)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",BROOKLYN,61,TRANSIT - NYC SUBWAY,26,996614,157489,40.59894676,-73.95547874,"(40.598946761, -73.955478743)"
NY,Male,Primary ,Assaults,9/30/2019,9/30/2016,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",BROOKLYN,75,RESIDENCE - APT. HOUSE,38,1020740,186502,40.67851467,-73.86844433,"(40.678514674, -73.868444333)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",MANHATTAN,5,STORE UNCLASSIFIED,40,984607,199399,40.71398915,-73.99871367,"(40.713989146, -73.998713673)"
NY,Male,Primary ,Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",STATEN ISLAND,120,RESIDENCE - APT. HOUSE,19,960414,163781,40.61619357,-74.08585694,"(40.616193574, -74.085856935)"
NY,Female,Secondary,Auto Thefts,9/30/2019,9/30/2016,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,MANHATTAN,9,RESIDENCE - PUBLIC HOUSING,0,991340,203192,40.72439719,-73.97442234,"(40.724397188, -73.974422337)"
NY,Male,Primary ,Murders,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,BRONX,43,RESIDENCE - PUBLIC HOUSING,35,1020586,240735,40.82737097,-73.86870649,"(40.827370965, -73.868706492)"
NY,Female,Secondary,Rapes,9/30/2019,9/30/2016,GRAND LARCENY,417,"LARCENY,GRAND FROM PERSON,PURS",BROOKLYN,67,STREET,19,1003998,178085,40.65546506,-73.92882875,"(40.655465064, -73.928828752)"
NY,Male,Primary ,Robberies,9/30/2019,,ROBBERY,361,"ROBBERY,BANK",QUEENS,107,BANK,50,1035080,200867,40.71787245,-73.81663616,"(40.717872446, -73.816636164)"
NY,Female,Secondary,Assaults,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",QUEENS,109,OTHER,30,1026496,221241,40.77383905,-73.84747424,"(40.773839047, -73.847474236)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",STATEN ISLAND,121,DEPARTMENT STORE,27,937325,151467,40.58230199,-74.1689361,"(40.582301992, -74.168936095)"
NY,Female,Secondary,Thefts,9/30/2019,,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",BRONX,52,RESIDENCE - APT. HOUSE,16,1013115,255492,40.86790213,-73.89563833,"(40.867902134, -73.895638333)"
NY,Male,Primary ,Auto Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",MANHATTAN,5,BANK,22,983040,200308,40.71648406,-74.00436633,"(40.716484059, -74.004366333)"
NY,Female,Secondary,Murders,9/30/2019,,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",MANHATTAN,14,DEPARTMENT STORE,29,987220,212676,40.75043077,-73.98928218,"(40.750430768, -73.989282176)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",STATEN ISLAND,121,RESIDENCE-HOUSE,50,938575,166490,40.62354354,-74.16453757,"(40.623543535, -74.164537572)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,BROOKLYN,76,RESIDENCE - PUBLIC HOUSING,49,982515,185439,40.67567201,-74.00625636,"(40.675672013, -74.006256358)"
NY,Male,Primary ,Assaults,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,MANHATTAN,30,TRANSIT - NYC SUBWAY,66,999539,239499,40.82404,-73.94475961,"(40.824040004, -73.944759612)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,QUEENS,101,RESIDENCE - APT. HOUSE,28,1051464,159248,40.6035286,-73.75794728,"(40.603528596, -73.75794728)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",BROOKLYN,62,CHAIN STORE,25,985652,158829,40.6026333,-73.99495257,"(40.602633302, -73.994952566)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,QUEENS,113,AIRPORT TERMINAL,0,1046315,187088,40.67998074,-73.77623391,"(40.679980738, -73.776233907)"
NY,Male,Primary ,Murders,9/30/2019,,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MANHATTAN,20,SHOE,47,988885,223197,40.77930748,-73.98326563,"(40.779307484, -73.983265634)"
NY,Female,Secondary,Rapes,9/30/2019,,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,MANHATTAN,20,STREET,55,988885,223197,40.77930748,-73.98326563,"(40.779307484, -73.983265634)"
NY,Male,Primary ,Robberies,9/30/2019,9/30/2016,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,BRONX,45,STREET,46,1028001,245908,40.84153572,-73.84187976,"(40.841535722, -73.841879759)"
NY,Female,Secondary,Assaults,9/30/2019,9/30/2016,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",BRONX,48,STREET,56,1014739,252382,40.85936067,-73.88978082,"(40.85936067, -73.889780818)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,BROOKLYN,78,CHAIN STORE,72,991744,186153,40.67762878,-73.97298375,"(40.677628782, -73.972983753)"
NY,Female,Secondary,Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",MANHATTAN,18,STREET,29,990693,215862,40.75917368,-73.97674443,"(40.759173681, -73.976744432)"
NY,Male,Primary ,Auto Thefts,9/30/2019,,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BROOKLYN,84,CLOTHING/BOUTIQUE,27,988474,190818,40.69043531,-73.98476997,"(40.690435308, -73.984769974)"
NY,Female,Secondary,Murders,9/30/2019,9/30/2016,NYS LAWS-UNCLASSIFIED FELONY,844,CAUSE SPI/KILL ANIMAL,QUEENS,101,RESIDENCE-HOUSE,38,1051162,155661,40.59368533,-73.75907038,"(40.593685327, -73.75907038)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",QUEENS,104,CHAIN STORE,31,1014406,198825,40.71236227,-73.89122506,"(40.712362272, -73.89122506)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,STATEN ISLAND,123,RESIDENCE-HOUSE,25,917157,125596,40.51116156,-74.24128603,"(40.511161556, -74.241286034)"
NY,Male,Primary ,Assaults,9/30/2019,9/30/2016,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,BROOKLYN,79,RESIDENCE - PUBLIC HOUSING,25,1001139,192775,40.69579172,-73.93909591,"(40.695791716, -73.939095905)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,BROOKLYN,61,RESIDENCE-HOUSE,19,998181,149133,40.57600888,-73.94985321,"(40.576008882, -73.94985321)"
NY,Male,Primary ,Thefts,9/30/2019,,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",QUEENS,112,RESIDENCE-HOUSE,26,1028194,203321,40.72464496,-73.8414608,"(40.724644957, -73.841460795)"
NY,Female,Secondary,Auto Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",MANHATTAN,9,RESTAURANT/DINER,53,986678,204571,40.72818472,-73.99124128,"(40.728184716, -73.991241277)"
NY,Male,Primary ,Murders,9/30/2019,9/30/2016,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",BRONX,41,RESIDENCE - APT. HOUSE,41,1012790,238610,40.82156708,-73.89688524,"(40.821567077, -73.896885237)"
NY,Female,Secondary,Rapes,9/30/2019,,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",BRONX,50,STREET,26,1012028,257006,40.87206109,-73.89956217,"(40.872061087, -73.899562167)"
NY,Male,Primary ,Robberies,9/30/2019,9/30/2016,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,MANHATTAN,17,TRANSIT - NYC SUBWAY,74,993063,216978,40.76223477,-73.96818808,"(40.762234771, -73.968188083)"
NY,Female,Secondary,Assaults,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",MANHATTAN,9,RESIDENCE - APT. HOUSE,40,989955,202021,40.72118408,-73.97942009,"(40.721184076, -73.979420094)"
NY,Male,Primary ,Burglaries,9/30/2019,,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",BROOKLYN,69,RESIDENCE - PUBLIC HOUSING,48,1016452,170415,40.63437605,-73.88398062,"(40.634376052, -73.883980622)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",BROOKLYN,90,RESIDENCE - APT. HOUSE,59,996005,197937,40.7099685,-73.95760125,"(40.709968503, -73.957601253)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",QUEENS,110,STREET,56,1022597,210204,40.74356311,-73.86161432,"(40.743563111, -73.861614321)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BRONX,40,RESIDENCE - PUBLIC HOUSING,70,1007292,238953,40.82252457,-73.91674855,"(40.822524568, -73.91674855)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,GRAND LARCENY,414,"LARCENY,GRAND PERSON,NECK CHAI",BROOKLYN,73,TRANSIT - NYC SUBWAY,48,1010719,186857,40.6795247,-73.90457154,"(40.679524703, -73.904571538)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",BROOKLYN,68,STREET,23,975203,170301,40.63411706,-74.03259681,"(40.634117055, -74.032596809)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",BRONX,42,STREET,63,1011316,240368,40.82639693,-73.90220377,"(40.826396926, -73.902203765)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,QUEENS,104,PUBLIC SCHOOL,33,1011457,194092,40.69938087,-73.90188158,"(40.699380868, -73.901881577)"
NY,Male,Primary ,Burglaries,9/30/2019,,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",BRONX,47,RESIDENCE - APT. HOUSE,26,1025455,265198,40.89449307,-73.8509627,"(40.894493074, -73.850962697)"
NY,Female,Secondary,Murders,9/30/2019,,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",BRONX,52,PARK/PLAYGROUND,43,1012786,254319,40.86468368,-73.89683285,"(40.864683676, -73.896832845)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BROOKLYN,78,DEPARTMENT STORE,30,990421,188642,40.68446154,-73.97775121,"(40.684461543, -73.97775121)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",BROOKLYN,73,GROCERY/BODEGA,34,1008683,186426,40.67834756,-73.91191358,"(40.67834756, -73.91191358)"
NY,Male,Primary ,Assaults,9/30/2019,,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",BROOKLYN,84,STREET,24,987495,190615,40.68987853,-73.98830028,"(40.689878533, -73.988300282)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",QUEENS,105,STREET,46,1058042,181225,40.6637982,-73.73401811,"(40.663798198, -73.734018109)"
NY,Male,Primary ,Thefts,9/30/2019,9/30/2016,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",BROOKLYN,73,GROCERY/BODEGA,32,1008683,186426,40.67834756,-73.91191358,"(40.67834756, -73.91191358)"
NY,Female,Secondary,Auto Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",BROOKLYN,83,RESIDENCE - APT. HOUSE,0,1006631,192820,40.69590305,-73.91929038,"(40.695903046, -73.919290376)"
NY,Male,Primary ,Murders,9/30/2019,9/30/2016,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",QUEENS,109,RESIDENCE-HOUSE,57,1034786,215438,40.75786784,-73.81758729,"(40.757867838, -73.817587286)"
NY,Female,Secondary,Rapes,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",BRONX,49,RESIDENCE - APT. HOUSE,26,1028121,251461,40.85677645,-73.84140973,"(40.856776449, -73.841409732)"
NY,Male,Primary ,Robberies,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",BROOKLYN,90,RESIDENCE - PUBLIC HOUSING,32,993850,195755,40.70398203,-73.96537743,"(40.703982028, -73.96537743)"
NY,Female,Secondary,Assaults,9/30/2019,9/30/2016,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",BROOKLYN,81,RESIDENCE - PUBLIC HOUSING,0,1001974,191809,40.69313864,-73.93608725,"(40.693138637, -73.93608725)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",BROOKLYN,75,TRANSIT - NYC SUBWAY,17,1011975,185903,40.67690235,-73.90004715,"(40.676902346, -73.900047151)"
NY,Female,Secondary,Thefts,9/30/2019,9/30/2016,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,QUEENS,110,STREET,79,1020752,211206,40.74632116,-73.86826713,"(40.746321155, -73.868267131)"
NY,Male,Primary ,Auto Thefts,9/30/2019,9/30/2016,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",STATEN ISLAND,120,STREET,22,961580,163524,40.61549122,-74.08165623,"(40.615491223, -74.08165623)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,MANHATTAN,30,STREET,33,996684,238064,40.82010581,-73.95507789,"(40.820105814, -73.955077885)"
NY,Male,Primary ,Forgery,9/30/2019,,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",QUEENS,113,RESIDENCE-HOUSE,18,1046922,183917,40.67127281,-73.77407494,"(40.671272809, -73.77407494)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",MANHATTAN,18,RESIDENCE - APT. HOUSE,27,986665,217198,40.76284268,-73.99128365,"(40.762842676, -73.991283648)"
NY,Male,Primary ,Forgery,9/30/2019,,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,BRONX,45,HIGHWAY/PARKWAY,0,1031748,242912,40.83329323,-73.82835887,"(40.833293226, -73.828358873)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,BROOKLYN,73,TRANSIT - NYC SUBWAY,18,1010719,186857,40.6795247,-73.90457154,"(40.679524703, -73.904571538)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",MANHATTAN,10,PUBLIC SCHOOL,27,985197,210830,40.74536441,-73.99658381,"(40.745364409, -73.996583812)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BROOKLYN,68,CHAIN STORE,0,976676,165942,40.6221539,-74.02728486,"(40.622153897, -74.027284856)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,BROOKLYN,90,STREET,34,996210,198116,40.71045954,-73.9568615,"(40.710459542, -73.956861502)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,FELONY ASSAULT,105,STRANGULATION 1ST,BROOKLYN,62,RESIDENCE - APT. HOUSE,19,987852,160958,40.60847635,-73.98702881,"(40.608476353, -73.987028807)"
NY,Male,Primary ,Forgery,9/30/2019,,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",QUEENS,113,RESIDENCE-HOUSE,32,1046922,183917,40.67127281,-73.77407494,"(40.671272809, -73.77407494)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,ROBBERY,363,"ROBBERY,BAR/RESTAURANT",MANHATTAN,9,RESTAURANT/DINER,23,986387,204822,40.72887372,-73.99229112,"(40.728873724, -73.992291119)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",MANHATTAN,34,STREET,32,1005202,253699,40.86300322,-73.92425384,"(40.863003221, -73.924253843)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",MANHATTAN,14,BANK,48,986650,212527,40.75002197,-73.99133946,"(40.750021973, -73.991339463)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",BRONX,49,STREET,0,1027726,255386,40.86755133,-73.84281218,"(40.867551328, -73.842812176)"
NY,Female,Secondary,Sex Crimes,9/30/2019,,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",BROOKLYN,94,PUBLIC SCHOOL,33,996692,199879,40.71529789,-73.95511966,"(40.715297892, -73.955119661)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",QUEENS,110,STREET,66,,,,,
NY,Female,Secondary,Sex Crimes,9/30/2019,,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",MANHATTAN,32,RESIDENCE - APT. HOUSE,27,1000619,236799,40.81662733,-73.94086397,"(40.81662733, -73.940863969)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BRONX,48,FOOD SUPERMARKET,49,1012237,249404,40.85119524,-73.89883821,"(40.851195238, -73.89883821)"
NY,Female,Secondary,Sex Crimes,9/30/2019,,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,MANHATTAN,32,RESIDENCE - APT. HOUSE,51,1000619,236799,40.81662733,-73.94086397,"(40.81662733, -73.940863969)"
NY,Male,Primary ,Forgery,9/30/2019,,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",QUEENS,100,RESIDENCE-HOUSE,35,1006483,143764,40.56125509,-73.91998569,"(40.561255093, -73.919985685)"
NY,Female,Secondary,Sex Crimes,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",MANHATTAN,1,CHAIN STORE,33,981309,197980,40.71009385,-74.01060963,"(40.710093847, -74.01060963)"
NY,Male,Primary ,Forgery,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",MANHATTAN,1,CHAIN STORE,33,981309,197980,40.71009385,-74.01060963,"(40.710093847, -74.01060963)"
NY,Female,Secondary,Murders,9/30/2019,,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",MANHATTAN,32,RESIDENCE - APT. HOUSE,24,1000278,235312,40.81254656,-73.94209948,"(40.812546556, -73.942099475)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",MANHATTAN,23,SHOE,18,999501,227549,40.79124062,-73.94492406,"(40.791240623, -73.944924059)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",BRONX,52,BUS (NYC TRANSIT),36,1017650,257603,40.87368018,-73.87923127,"(40.873680184, -73.879231267)"
NY,Male,Primary ,Assaults,9/30/2019,9/30/2016,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",MANHATTAN,26,RESIDENCE - PUBLIC HOUSING,56,996660,235154,40.81211871,-73.95516998,"(40.812118713, -73.955169976)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,QUEENS,114,STREET,50,1003540,217809,40.764499,-73.9303656,"(40.764499002, -73.930365598)"
NY,Male,Primary ,Thefts,9/30/2019,9/30/2016,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,MANHATTAN,23,RESIDENCE - PUBLIC HOUSING,29,999998,226211,40.7875673,-73.94313233,"(40.787567301, -73.943132332)"
NY,Female,Secondary,Auto Thefts,9/30/2019,9/30/2016,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",BRONX,47,STREET,44,1030895,263280,40.8892017,-73.83129959,"(40.8892017, -73.831299587)"
NY,Male,Primary ,Murders,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BROOKLYN,68,DRUG STORE,56,977672,170323,40.63417962,-74.02370129,"(40.634179618, -74.02370129)"
NY,Female,Secondary,Rapes,9/30/2019,9/30/2016,ROBBERY,361,"ROBBERY,BANK",MANHATTAN,19,BANK,41,993506,217777,40.76442737,-73.96658783,"(40.764427367, -73.966587832)"
NY,Male,Primary ,Robberies,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BROOKLYN,67,FOOD SUPERMARKET,60,998588,172194,40.63930596,-73.94833915,"(40.639305956, -73.948339154)"
NY,Female,Secondary,Assaults,9/30/2019,9/30/2016,MISCELLANEOUS PENAL LAW,117,RECKLESS ENDANGERMENT 1,BROOKLYN,94,RESIDENCE - PUBLIC HOUSING,27,1001769,200786,40.71777879,-73.93680314,"(40.717778794, -73.936803142)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS.",QUEENS,115,RESIDENCE - APT. HOUSE,56,1019596,213314,40.75211177,-73.87242801,"(40.752111774, -73.872428005)"
NY,Female,Secondary,Thefts,9/30/2019,9/30/2016,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",BROOKLYN,78,CLOTHING/BOUTIQUE,37,987424,182090,40.66647936,-73.98856032,"(40.666479358, -73.988560316)"
NY,Male,Primary ,Auto Thefts,9/30/2019,9/30/2016,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",BRONX,52,DEPARTMENT STORE,23,1009690,257590,40.87367104,-73.90801365,"(40.873671035, -73.908013649)"
NY,Female,Secondary,Murders,9/30/2019,,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",STATEN ISLAND,122,RESIDENCE-HOUSE,38,952056,145450,40.56585226,-74.11587445,"(40.565852258, -74.115874454)"
NY,Male,Primary ,Rapes,9/30/2019,9/30/2016,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",STATEN ISLAND,121,OTHER,53,940599,167433,40.62614207,-74.15725258,"(40.626142073, -74.157252583)"
NY,Female,Secondary,Robberies,9/30/2019,9/30/2016,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,BRONX,48,RESIDENCE - APT. HOUSE,37,1016293,250009,40.852842,-73.88417431,"(40.852841995, -73.88417431)"
NY,Male,Primary ,Assaults,9/30/2019,9/30/2016,GRAND LARCENY,401,"LARCENY,GRAND BY ACQUIRING LOS",MANHATTAN,1,TAXI/LIVERY (UNLICENSED),27,982351,201758,40.72046384,-74.0068522,"(40.72046384, -74.006852204)"
NY,Female,Secondary,Burglaries,9/30/2019,9/30/2016,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,MANHATTAN,23,RESIDENCE - PUBLIC HOUSING,21,997920,227368,40.79074641,-73.95063404,"(40.790746414, -73.950634042)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",BRONX,50,FAST FOOD,28,1009119,257822,40.87430943,-73.91007745,"(40.874309431, -73.910077449)"
NY,Female,Secondary,Burglaries,9/30/2019,,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,BROOKLYN,84,STREET,0,987309,190698,40.69010642,-73.98897094,"(40.690106415, -73.988970943)"
NY,Male,Primary ,Burglaries,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",BRONX,45,DEPARTMENT STORE,23,1029529,239356,40.82354469,-73.83640161,"(40.823544692, -73.836401609)"
NY,Female,Secondary,Forgery,9/30/2019,9/30/2016,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",QUEENS,103,DRUG STORE,21,1039793,195661,40.70355491,-73.79967739,"(40.703554914, -73.799677386)"
NY,Male,Primary ,Sex Crimes,9/30/2019,9/30/2016,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,QUEENS,105,STREET,36,1053088,187992,40.68241193,-73.7518056,"(40.682411925, -73.751805598)"
